Number 1,Number 2,Sum
-1640,-4013,-5653
-9640,5807,-3833
-877,2848,1971
-8967,-4987,-13954
-7855,532,-7323
752,521,1273
1249,1113,2362
-5937,-6668,-12605
1763,-8069,-6306
2899,8468,11367
8895,-7722,1173
5166,5449,10615
9379,-7048,2331
4510,-9051,-4541
-7123,9407,2284
-8394,-2699,-11093
9203,2598,11801
4967,1479,6446
3040,-3939,-899
-8910,-1462,-10372
8049,-1397,6652
440,-6854,-6414
-8595,-9945,-18540
-5083,5952,869
441,7713,8154
-469,5217,4748
2739,4959,7698
-7612,-9829,-17441
-6390,4538,-1852
-4921,2349,-2572
9345,-2099,7246
-655,9507,8852
5207,7298,12505
-8348,-8332,-16680
-8817,4304,-4513
-5946,-4810,-10756
2544,9825,12369
-7061,6549,-512
1039,7904,8943
-9703,-4796,-14499
1866,-3322,-1456
1407,-6413,-5006
-7519,-2516,-10035
-3712,-9149,-12861
3134,9219,12353
8185,-3310,4875
-4892,-7403,-12295
4805,6928,11733
-9800,3206,-6594
-9846,-8569,-18415
-8908,1063,-7845
-9426,5805,-3621
-200,2831,2631
-414,-66,-480
-5826,5462,-364
1091,6789,7880
-246,275,29
-5705,-6207,-11912
-8279,-758,-9037
655,-5563,-4908
-6885,2832,-4053
4111,-6174,-2063
8948,733,9681
4789,8324,13113
-705,5496,4791
1679,5391,7070
7751,-5694,2057
-3024,-1796,-4820
3003,-1412,1591
2638,-4093,-1455
-1472,-1750,-3222
5259,8902,14161
-4536,-996,-5532
-1017,-3654,-4671
8649,5664,14313
-5114,-1223,-6337
-3177,-9097,-12274
2538,-1543,995
-4887,-6529,-11416
-591,7776,7185
-1135,-9377,-10512
-6831,3325,-3506
-2269,3649,1380
599,7347,7946
-4674,3769,-905
8499,-2577,5922
1415,5574,6989
1942,8174,10116
9296,-4211,5085
2367,2048,4415
1446,-5926,-4480
-2602,4077,1475
-2332,-1749,-4081
8657,-9743,-1086
-8261,-4846,-13107
773,1455,2228
-1114,1695,581
8776,7298,16074
-9153,-2258,-11411
8826,6475,15301
8370,-7821,549
-580,-8538,-9118
-1622,7159,5537
-6049,-719,-6768
-3779,-7403,-11182
4673,-8734,-4061
1578,1808,3386
-8689,6003,-2686
9789,-778,9011
-1123,-5260,-6383
-3604,4446,842
-152,5860,5708
9287,-6668,2619
9448,-3471,5977
4448,-1619,2829
-1243,-1639,-2882
28,-8082,-8054
6099,-9035,-2936
-2881,5187,2306
9129,-6239,2890
-2229,759,-1470
4214,5363,9577
1790,-4892,-3102
7796,-2530,5266
9634,2579,12213
-2007,330,-1677
7766,1143,8909
1847,-5702,-3855
3008,7954,10962
-8742,-8159,-16901
6726,1498,8224
4257,-6131,-1874
-5169,-1672,-6841
9893,1132,11025
-2679,-370,-3049
-5952,4838,-1114
-3029,1459,-1570
2778,1544,4322
-6049,-3630,-9679
-833,-966,-1799
1361,-6346,-4985
7369,3469,10838
3360,-9440,-6080
7355,-9139,-1784
1445,9812,11257
3700,-9162,-5462
-3071,6226,3155
-5852,8950,3098
6952,439,7391
484,1600,2084
-3834,4652,818
-3746,-444,-4190
-4608,-2131,-6739
-9645,-7336,-16981
8209,-7929,280
-9008,4285,-4723
3904,9938,13842
1557,-318,1239
4892,6606,11498
-6244,-3151,-9395
-2114,-8235,-10349
-9838,4820,-5018
8066,3149,11215
-3552,4360,808
-9112,1744,-7368
395,-196,199
4159,-2143,2016
-5237,7778,2541
-1762,5827,4065
-7971,9135,1164
2464,9205,11669
7550,-543,7007
1067,8939,10006
-5364,-1650,-7014
8520,4872,13392
1540,3534,5074
7593,2248,9841
7185,7737,14922
2732,707,3439
-1623,3072,1449
1219,9610,10829
-886,8559,7673
-3989,-8485,-12474
-3093,7555,4462
-9996,-5823,-15819
-949,7640,6691
7553,-5655,1898
-7427,68,-7359
-7224,-4424,-11648
5802,1662,7464
6718,8777,15495
-4854,9159,4305
1897,-9151,-7254
9680,7049,16729
-4082,842,-3240
-7910,-274,-8184
9992,-7513,2479
5140,4679,9819
6156,5394,11550
6266,-4517,1749
-4502,-6548,-11050
597,8644,9241
-3528,-3576,-7104
3442,1866,5308
-7089,-4908,-11997
-21,-7792,-7813
1803,325,2128
4852,-4817,35
5464,4024,9488
9090,1008,10098
-7304,-2822,-10126
812,8460,9272
8991,8740,17731
-1150,-6600,-7750
6429,-9858,-3429
-508,-1030,-1538
-3576,-5558,-9134
-5151,8627,3476
-2714,1454,-1260
-4269,6889,2620
7591,-1768,5823
2346,-942,1404
8914,-5932,2982
-2606,-5760,-8366
6003,-2727,3276
148,341,489
3199,1052,4251
4267,1289,5556
10,4453,4463
-1134,-9844,-10978
-802,-3055,-3857
-9673,-7699,-17372
-6361,-713,-7074
5910,-3394,2516
-9289,781,-8508
1835,-5496,-3661
-7145,-5070,-12215
-4099,-6923,-11022
-6836,-5623,-12459
-3195,658,-2537
-1539,-6005,-7544
8382,-6058,2324
-8812,2600,-6212
6108,-5698,410
-9132,31,-9101
-6331,-755,-7086
-1227,-8212,-9439
4363,4773,9136
5522,3257,8779
-2768,1809,-959
-968,-3437,-4405
-9733,1083,-8650
-5788,-1957,-7745
993,4742,5735
4932,1544,6476
-338,1126,788
-9768,-2694,-12462
7547,7425,14972
-8502,-454,-8956
-1009,-2629,-3638
8166,-7432,734
-1644,-2429,-4073
1472,-4715,-3243
-6516,-3177,-9693
5392,3629,9021
5339,-3724,1615
7268,-1834,5434
-6325,-7180,-13505
-3006,1303,-1703
4800,8141,12941
7213,-6436,777
-8022,4966,-3056
-3935,-8834,-12769
8572,2265,10837
932,-29,903
-6740,6437,-303
-9686,1189,-8497
4926,-5958,-1032
578,9141,9719
-4823,4520,-303
-2068,2566,498
4120,8056,12176
-436,8341,7905
4636,9544,14180
-2482,-9428,-11910
9550,-9166,384
6191,5513,11704
9172,596,9768
7154,5360,12514
-2027,9675,7648
4201,306,4507
7596,-1135,6461
-1231,-3667,-4898
-5011,-5784,-10795
-8511,-4258,-12769
-9760,-2092,-11852
-5607,396,-5211
-5125,-3139,-8264
3980,2684,6664
7290,-9859,-2569
-6718,8853,2135
741,-7473,-6732
8281,5498,13779
-1027,-213,-1240
4995,4707,9702
8643,1028,9671
-2618,4745,2127
3603,-6498,-2895
-6438,6395,-43
2510,3645,6155
2053,-1874,179
-5873,-7701,-13574
-1573,9441,7868
-4727,-3912,-8639
2052,-1511,541
7833,-5622,2211
3495,-2599,896
6015,8371,14386
3549,-4396,-847
-3546,141,-3405
1684,-454,1230
4207,8958,13165
-2266,2381,115
6659,1835,8494
-7946,643,-7303
5545,2709,8254
-8224,9661,1437
7291,-7932,-641
6581,-4739,1842
-450,-7529,-7979
679,-5235,-4556
5741,-4005,1736
2411,-8481,-6070
9671,-6067,3604
-5119,4134,-985
8829,5518,14347
-6173,-9691,-15864
3986,6413,10399
7057,-8806,-1749
3067,2682,5749
-5783,-1752,-7535
1856,6491,8347
6228,8779,15007
4972,8402,13374
1182,-386,796
-1058,3303,2245
-2796,-5797,-8593
-7124,-4650,-11774
-7079,-6902,-13981
-905,-5408,-6313
-7684,-1022,-8706
8515,4602,13117
-5264,-3715,-8979
3349,109,3458
-8759,3664,-5095
-9875,5284,-4591
-628,6208,5580
5508,1191,6699
-9990,-7341,-17331
-3725,4956,1231
9851,-3952,5899
-118,6842,6724
-8636,-4257,-12893
-9851,-3190,-13041
7320,-2271,5049
6935,-8108,-1173
6979,-6929,50
9676,-1110,8566
2557,-8971,-6414
-5078,340,-4738
9579,-679,8900
1419,1155,2574
-9502,9261,-241
-387,-7161,-7548
7263,-7261,2
-1909,-713,-2622
-6037,-7301,-13338
7951,6305,14256
-8339,9297,958
-8424,5341,-3083
9581,5685,15266
3158,5847,9005
8458,-5000,3458
-8554,4741,-3813
6191,-9005,-2814
1314,-6224,-4910
7620,-2252,5368
-6390,-2131,-8521
-6419,9418,2999
-8386,-7987,-16373
1353,8653,10006
6053,-4288,1765
8627,626,9253
-6877,6383,-494
73,-2999,-2926
567,7449,8016
-3559,5498,1939
8991,3262,12253
53,-4074,-4021
-992,-3294,-4286
2948,-3541,-593
-1991,-2921,-4912
-5329,-3809,-9138
2373,1508,3881
3219,9351,12570
2621,993,3614
-6852,-1578,-8430
-8452,1007,-7445
-7514,-7543,-15057
2079,8496,10575
4244,-8713,-4469
6436,-8632,-2196
2734,7850,10584
-7696,4389,-3307
-9235,7848,-1387
-1420,2987,1567
-5105,-6724,-11829
-3168,-5697,-8865
-2954,-2174,-5128
6895,-6998,-103
4988,-3844,1144
-9304,-1162,-10466
2398,-9341,-6943
9416,-3384,6032
-4049,1453,-2596
-6982,-8909,-15891
2909,-8248,-5339
5669,-1278,4391
4876,-1245,3631
-4001,-6443,-10444
481,2671,3152
-4906,6489,1583
-4235,6451,2216
-6049,-5491,-11540
8471,7203,15674
5301,-9726,-4425
-2709,6899,4190
6452,7209,13661
7625,3650,11275
6789,687,7476
9878,8353,18231
4004,-8926,-4922
-632,7680,7048
5086,6373,11459
-1617,-9042,-10659
-3575,4473,898
-1194,6507,5313
-3559,-4252,-7811
5527,-5195,332
-7881,1114,-6767
-6844,2675,-4169
-2315,2115,-200
-7457,6886,-571
-1351,-254,-1605
-4515,9436,4921
2982,-8423,-5441
-3033,-2488,-5521
2415,-6247,-3832
-5823,9916,4093
-1056,-7704,-8760
-8903,4455,-4448
-8867,-8987,-17854
-3547,-6094,-9641
-470,8250,7780
5288,-7349,-2061
-9977,8339,-1638
-4567,5957,1390
-1759,-917,-2676
6803,3794,10597
-2808,-7532,-10340
290,-6684,-6394
-4090,-8129,-12219
-6420,7155,735
8467,-6246,2221
7206,4135,11341
4505,-6884,-2379
7208,990,8198
3830,6090,9920
7939,5651,13590
7081,-1058,6023
-4641,-5089,-9730
-4904,1811,-3093
-1085,-4325,-5410
-8877,-5517,-14394
1501,-9817,-8316
9088,3215,12303
-5428,-1703,-7131
-418,6166,5748
8112,7755,15867
-2174,-1177,-3351
-8261,-3689,-11950
4798,7302,12100
3672,-6623,-2951
-1382,-3764,-5146
4892,-2438,2454
855,2237,3092
-4623,7301,2678
6665,3597,10262
7198,-2424,4774
4721,8830,13551
-8481,-7453,-15934
7925,6933,14858
8699,-9836,-1137
2163,480,2643
6713,197,6910
-1058,8299,7241
9485,-8311,1174
9057,3956,13013
3475,-4120,-645
-5633,-6471,-12104
-1621,-7447,-9068
-6501,8043,1542
3292,2061,5353
7399,-9632,-2233
-1435,8557,7122
1102,5005,6107
-384,2214,1830
-3672,9431,5759
-3086,-996,-4082
-5600,1651,-3949
5881,-7250,-1369
-2567,4090,1523
-7975,8313,338
-9459,185,-9274
-7321,-67,-7388
-5634,-1350,-6984
-9850,3116,-6734
4878,4142,9020
3863,-8573,-4710
3347,-3384,-37
-5744,-8464,-14208
50,9278,9328
4249,2090,6339
-4656,-3285,-7941
5190,2210,7400
-7733,1099,-6634
-1537,6247,4710
-1873,-6352,-8225
-5468,6709,1241
-4174,-6625,-10799
-9961,6039,-3922
6081,-8169,-2088
-5666,175,-5491
-4409,-2978,-7387
-7869,6303,-1566
4821,-1900,2921
7381,-8680,-1299
6487,-4368,2119
-1142,-8291,-9433
-5634,-7805,-13439
7578,936,8514
115,9448,9563
-6949,7638,689
-2125,-1134,-3259
8153,4509,12662
-2328,9616,7288
-5941,8654,2713
-5362,1415,-3947
-8531,-6529,-15060
9560,6624,16184
-3599,-737,-4336
1502,-3391,-1889
2918,910,3828
-3543,-215,-3758
-9960,8767,-1193
5245,-7323,-2078
-2084,892,-1192
6956,-1879,5077
509,3896,4405
-2771,-7201,-9972
5566,-3800,1766
-9789,-2747,-12536
-5659,-4588,-10247
8305,2396,10701
3369,-8658,-5289
-726,7313,6587
-2318,9119,6801
3087,1365,4452
-2354,1831,-523
-3318,-47,-3365
9423,4817,14240
6455,507,6962
-1407,-1022,-2429
9825,-2940,6885
2210,2138,4348
-7703,-670,-8373
-8659,5150,-3509
-3060,-2139,-5199
7200,6472,13672
8618,-5233,3385
8508,-8030,478
-876,-3355,-4231
7180,2377,9557
4983,2494,7477
5733,3461,9194
-7412,-1883,-9295
7676,3356,11032
9916,2088,12004
3559,-5798,-2239
3643,-7087,-3444
8602,3349,11951
1139,3828,4967
4374,-9811,-5437
-655,3624,2969
-7877,5649,-2228
-9420,-8849,-18269
5877,-9207,-3330
-2474,-420,-2894
-4597,8065,3468
-3447,-9772,-13219
6598,1805,8403
3197,-7123,-3926
-8079,-5893,-13972
3732,3186,6918
-266,5026,4760
3538,4349,7887
-6238,1880,-4358
8940,-7653,1287
374,-9824,-9450
2485,6395,8880
3421,-3688,-267
9771,-2237,7534
400,-3299,-2899
-8834,4539,-4295
1153,-7246,-6093
-9934,3692,-6242
911,-6611,-5700
3990,4466,8456
-710,-6238,-6948
5162,6827,11989
-2580,7584,5004
6897,3628,10525
-7325,-1464,-8789
-979,-9750,-10729
8886,7644,16530
881,-5163,-4282
-163,-6023,-6186
-5199,9108,3909
5926,9249,15175
-9374,-7710,-17084
-3852,2159,-1693
-4737,-6295,-11032
-7692,8832,1140
6982,-8943,-1961
6188,9028,15216
6622,-5086,1536
-3478,-8306,-11784
9449,9803,19252
-9621,-6826,-16447
1184,-6783,-5599
7422,2199,9621
5136,8562,13698
4641,5008,9649
4212,-2065,2147
368,3043,3411
-9317,-7173,-16490
2082,4008,6090
-892,-1940,-2832
-4237,-2135,-6372
-7718,-3742,-11460
9129,-8219,910
-3979,-22,-4001
-3874,7931,4057
6257,-5045,1212
321,8458,8779
7606,-5837,1769
346,4033,4379
-8005,9670,1665
1672,1418,3090
-2480,8014,5534
4491,8654,13145
-3095,-8942,-12037
-6965,-8327,-15292
3339,-8683,-5344
9469,1244,10713
3917,-2334,1583
9571,2190,11761
-2374,-5676,-8050
945,3714,4659
5819,-74,5745
6512,9824,16336
1669,2014,3683
6341,-5221,1120
5381,-1828,3553
9352,4641,13993
-4557,-2184,-6741
-3209,-3594,-6803
-2234,-2976,-5210
1640,-3711,-2071
8260,8442,16702
4099,2177,6276
-7287,9701,2414
7023,-437,6586
-4518,-3485,-8003
-3181,-5347,-8528
8263,6307,14570
7804,-425,7379
6754,-9675,-2921
3011,7230,10241
-1335,5024,3689
-5047,223,-4824
4829,5651,10480
5286,7327,12613
-667,-388,-1055
-9376,-7453,-16829
-5434,-1920,-7354
-2750,5928,3178
-5039,2875,-2164
9155,8788,17943
2790,1388,4178
1800,8417,10217
-1766,-7093,-8859
-6542,138,-6404
5643,6789,12432
7596,-3225,4371
4866,-248,4618
3626,8873,12499
521,2070,2591
-4517,-5284,-9801
7999,2758,10757
-1535,6157,4622
3667,-6783,-3116
-306,7171,6865
448,-1311,-863
3918,-607,3311
6364,-3963,2401
3583,9566,13149
5766,4317,10083
4873,3431,8304
-9218,-7262,-16480
-6252,-897,-7149
-2863,-1567,-4430
-9084,-7681,-16765
-820,8052,7232
-2332,8511,6179
-5097,-5369,-10466
-724,8198,7474
1682,-1955,-273
1595,-6484,-4889
-2176,-3053,-5229
-750,-1797,-2547
-8384,3173,-5211
7112,6999,14111
7263,1606,8869
-7037,-160,-7197
-9031,9215,184
-169,-2508,-2677
-223,5902,5679
-6160,-5359,-11519
4791,-2779,2012
3491,118,3609
5647,8693,14340
6617,8623,15240
-8369,3695,-4674
1441,8744,10185
7789,1135,8924
-9147,1235,-7912
-9770,5285,-4485
-6478,-1238,-7716
-5333,6299,966
2394,5570,7964
2859,9880,12739
982,2662,3644
8476,-464,8012
-8282,-967,-9249
468,9933,10401
-9493,-6800,-16293
7545,-2142,5403
-2452,-2944,-5396
-9060,5991,-3069
9590,-7974,1616
2921,-1932,989
-6255,9005,2750
-325,5102,4777
-7503,-7798,-15301
7670,2069,9739
-2956,1103,-1853
-7166,2554,-4612
-4328,824,-3504
2930,-4700,-1770
-2168,-9794,-11962
-9794,7603,-2191
-9108,6507,-2601
7146,-9657,-2511
4361,-6563,-2202
348,-1938,-1590
8046,-8771,-725
3590,-5506,-1916
-9235,-1365,-10600
6970,757,7727
1730,-346,1384
615,-4433,-3818
-1437,7444,6007
-2366,3635,1269
-9113,-3369,-12482
-6816,7141,325
-2940,-3236,-6176
9691,-7189,2502
-8325,2267,-6058
7728,-4474,3254
-4650,2136,-2514
-2979,-4418,-7397
-3798,2331,-1467
-7805,6380,-1425
368,-3625,-3257
5421,-7016,-1595
5678,-1055,4623
-2275,-9329,-11604
-555,8537,7982
-4628,297,-4331
-5740,-4356,-10096
-7018,3511,-3507
9303,-9828,-525
-1145,-5533,-6678
6185,-6850,-665
8267,1932,10199
-5472,1301,-4171
715,-6425,-5710
-1917,-6088,-8005
-5037,7426,2389
-5100,-6591,-11691
-7277,6870,-407
912,-4981,-4069
-4642,5488,846
-2746,-9659,-12405
1538,-3181,-1643
-643,7255,6612
5097,-2057,3040
8733,-6670,2063
1117,3014,4131
8629,8871,17500
1757,-3542,-1785
1080,2460,3540
2890,6248,9138
-7774,-4817,-12591
-8698,7901,-797
-6292,5501,-791
-7083,7310,227
-6292,-3835,-10127
-9321,-2767,-12088
-4916,7455,2539
-6981,4206,-2775
194,-5455,-5261
5805,6016,11821
7173,-8198,-1025
5459,-7695,-2236
5488,1260,6748
-947,2374,1427
4511,-9859,-5348
-1389,7613,6224
-1962,-6316,-8278
-8246,-8404,-16650
559,6482,7041
-6228,-4418,-10646
1529,-5996,-4467
6784,964,7748
5957,-6682,-725
8017,7789,15806
8385,-1547,6838
9729,3751,13480
-3041,-8162,-11203
-1486,-8603,-10089
4489,-8619,-4130
9657,4830,14487
4695,5405,10100
-8506,-613,-9119
8540,8412,16952
-1591,-7329,-8920
4212,-4067,145
8607,8828,17435
-4268,2406,-1862
-3018,1583,-1435
-3936,-4906,-8842
-489,2847,2358
-8600,6212,-2388
4915,-2323,2592
6428,-6265,163
4186,-1341,2845
5438,-4748,690
9869,-5745,4124
-4925,-9040,-13965
9373,-4728,4645
-3975,484,-3491
-5577,3671,-1906
3914,-8149,-4235
-5627,-1921,-7548
-9834,8403,-1431
-2900,877,-2023
-3273,4793,1520
-3220,1493,-1727
-4044,4623,579
-687,-1506,-2193
-3829,7268,3439
-1441,-8467,-9908
2118,-1886,232
6393,2280,8673
-6903,-5783,-12686
2761,-496,2265
-6586,9402,2816
-5334,-1127,-6461
7706,-3388,4318
-3434,3168,-266
-3841,4850,1009
-6056,-8461,-14517
9031,-4302,4729
1309,-3846,-2537
-8668,-258,-8926
-2257,-3204,-5461
4280,396,4676
-5320,-6142,-11462
-447,-4590,-5037
-7170,2132,-5038
-531,6806,6275
-667,1533,866
9763,-9701,62
5442,9394,14836
2642,1474,4116
-6032,673,-5359
-1872,6601,4729
-3390,9415,6025
5541,3391,8932
-1125,-4958,-6083
2065,6929,8994
8959,5124,14083
-1251,-3094,-4345
-7987,412,-7575
-6570,-4700,-11270
-2258,-3226,-5484
-6015,9257,3242
-8555,8894,339
8801,866,9667
-9824,-5735,-15559
-3560,-5450,-9010
7410,9607,17017
9713,-2580,7133
3155,1216,4371
-6583,-2942,-9525
5325,-5748,-423
4663,5475,10138
5333,-4859,474
-6277,5783,-494
-9466,-5992,-15458
5550,945,6495
3164,-5469,-2305
9459,1766,11225
-4895,-2726,-7621
-8543,4604,-3939
-9883,-6909,-16792
3422,2203,5625
7124,-6346,778
8692,1694,10386
1801,4447,6248
-1848,-489,-2337
-338,403,65
-3548,2423,-1125
-9927,-9795,-19722
7197,-4023,3174
2258,1658,3916
-5010,2505,-2505
-235,-3491,-3726
6708,7369,14077
-5697,-6368,-12065
6371,3300,9671
-4325,-3472,-7797
-3672,6955,3283
-9053,-9853,-18906
-8582,5062,-3520
-7702,-2532,-10234
-2162,-8726,-10888
-53,-2689,-2742
-1821,-1342,-3163
6864,-3707,3157
386,-2632,-2246
-4479,-3636,-8115
-5092,-3647,-8739
-7336,843,-6493
5640,4005,9645
2583,-5509,-2926
-3409,2526,-883
666,-131,535
-818,9024,8206
3839,3583,7422
-8434,-8712,-17146
-3055,-8925,-11980
4801,6408,11209
5412,6261,11673
-5472,-2302,-7774
1751,-979,772
620,-5124,-4504
6101,-6487,-386
4510,-2203,2307
-8853,8541,-312
-4264,-8578,-12842
-9988,4742,-5246
20,-9053,-9033
2606,4231,6837
7889,-7025,864
3761,-7280,-3519
-6943,2516,-4427
8359,6738,15097
-8103,5275,-2828
4374,-7514,-3140
6567,-8234,-1667
-5272,644,-4628
5339,6146,11485
500,-77,423
-3123,5918,2795
-4335,-2361,-6696
8966,-752,8214
-7166,691,-6475
-3053,-9488,-12541
-825,7352,6527
-7646,-5143,-12789
3578,4720,8298
517,2357,2874
-3822,5063,1241
4469,-5727,-1258
-8921,-6972,-15893
6568,-5940,628
9595,-8052,1543
-1909,-849,-2758
8367,1900,10267
4438,-1764,2674
6637,-2602,4035
8711,-1710,7001
-5599,2400,-3199
-9390,-1318,-10708
-8406,4112,-4294
2160,-6107,-3947
807,-4750,-3943
-677,-1395,-2072
-8272,-535,-8807
-9924,2878,-7046
9075,-7038,2037
-7800,-228,-8028
-4164,3986,-178
7965,-5954,2011
-8907,9291,384
-9561,-4868,-14429
2730,3830,6560
5616,-3681,1935
8305,-5476,2829
2317,6022,8339
-9341,-7920,-17261
-4114,-4754,-8868
121,-5320,-5199
-2856,1104,-1752
-7950,1429,-6521
-6085,6860,775
-6787,9564,2777
-3293,9567,6274
6299,2483,8782
-6840,2622,-4218
-2778,-7928,-10706
7064,5924,12988
-2687,7753,5066
1183,6934,8117
8750,-2411,6339
5050,-1875,3175
-2180,2594,414
-1817,-8294,-10111
-689,-6282,-6971
8332,1394,9726
-7058,-2789,-9847
1205,5603,6808
-203,6643,6440
1169,-9963,-8794
2901,4749,7650
6482,8959,15441
-9251,-5871,-15122
-2402,-9732,-12134
9906,-8583,1323
2871,-5122,-2251
8644,374,9018
7614,6221,13835
-6607,3626,-2981
-9733,3078,-6655
3263,-2421,842
-1292,182,-1110
-5484,5442,-42
-2449,2621,172
7366,4777,12143
-7987,9679,1692
9269,-5675,3594
4944,-2007,2937
9084,-4893,4191
-6433,-7313,-13746
-3983,46,-3937
-4924,8521,3597
9275,2693,11968
-5865,467,-5398
51,9442,9493
-5903,-7137,-13040
9812,7573,17385
57,-9102,-9045
-8641,-8576,-17217
3119,4008,7127
1153,7209,8362
7984,-6988,996
-2362,6617,4255
-2938,4863,1925
-3634,7277,3643
3532,-7697,-4165
5261,-1243,4018
-4394,-8527,-12921
5427,-1595,3832
-7194,-2827,-10021
-96,-9412,-9508
-9358,9557,199
1618,8989,10607
8394,-7085,1309
-6765,2656,-4109
619,-8587,-7968
6103,5609,11712
-288,58,-230
4190,-8203,-4013
-4551,7128,2577
-8891,8790,-101
-4481,-3461,-7942
-5152,-7326,-12478
-4654,-6908,-11562
-8909,6988,-1921
-3470,-4228,-7698
-1857,1748,-109
6606,415,7021
-3865,-8033,-11898
3437,-6412,-2975
9847,939,10786
-201,-1803,-2004
8232,-2864,5368
276,-6500,-6224
-8590,-5479,-14069
1404,3074,4478
-2166,9283,7117
-6644,873,-5771
5668,2133,7801
4755,-9415,-4660
-1611,6619,5008
9729,-8273,1456
6785,-1875,4910
-5261,5320,59
-250,-9435,-9685
938,5910,6848
8146,-3491,4655
-1871,-2549,-4420
1922,-5845,-3923
2933,4943,7876
4679,1058,5737
6196,-131,6065
-8166,-770,-8936
5073,712,5785
-2257,-1835,-4092
6048,7454,13502
-2443,-6285,-8728
6276,-8642,-2366
-8981,-3034,-12015
1027,-8219,-7192
1070,9687,10757
-4381,8043,3662
451,-2033,-1582
-4393,2540,-1853
4809,826,5635
-335,7277,6942
-8651,-5313,-13964
-4944,7141,2197
-5452,-335,-5787
-622,-9279,-9901
6091,3377,9468
752,-521,231
-8386,8505,119
-7265,7797,532
-6320,-7351,-13671
-6165,-6156,-12321
-773,-4435,-5208
7788,-8574,-786
-7894,-3180,-11074
-6955,7741,786
2055,-5757,-3702
6845,9013,15858
-5905,-7079,-12984
-9077,-5963,-15040
-1358,9056,7698
-494,-6990,-7484
-5798,4457,-1341
8130,4951,13081
7674,4015,11689
-9916,7817,-2099
4639,6917,11556
6941,-2219,4722
5187,-2492,2695
-4858,7098,2240
3006,4773,7779
-1279,9694,8415
3109,2976,6085
-6924,-3829,-10753
-3177,6589,3412
1502,2117,3619
8782,4940,13722
-9621,-7582,-17203
8490,3308,11798
5099,7776,12875
3245,5571,8816
1136,7194,8330
-5489,-9863,-15352
-7803,-2573,-10376
-2634,2565,-69
2508,-7122,-4614
1671,2413,4084
2765,6481,9246
7190,3214,10404
-4129,5037,908
-2251,6385,4134
9927,7411,17338
4911,-2094,2817
514,-6130,-5616
-6738,9470,2732
-7669,-6341,-14010
-1941,-8619,-10560
2774,2443,5217
1834,8580,10414
1343,5628,6971
-8644,-6547,-15191
-8349,2122,-6227
-8760,-5737,-14497
-7777,9294,1517
-153,-6124,-6277
-1290,9154,7864
366,-3247,-2881
5347,4658,10005
9565,-9626,-61
-5721,-5189,-10910
-7152,2707,-4445
9096,8942,18038
2161,-7838,-5677
462,4796,5258
-3506,-5040,-8546
-1475,-1436,-2911
8101,-1099,7002
4280,9976,14256
4745,-5592,-847
701,2716,3417
-5087,-8759,-13846
545,8726,9271
-4550,-6871,-11421
-8746,-2264,-11010
-9126,657,-8469
-4979,8828,3849
5950,-9865,-3915
9299,-7531,1768
