Number 1,Number 2,Sum
-6867,-9323,-16190
-698,7916,7218
7644,5306,12950
8811,-6642,2169
5043,-2916,2127
9511,6695,16206
7645,9585,17230
-7391,-2218,-9609
-2198,-9248,-11446
-1288,5320,4032
7331,2741,10072
-2311,-4095,-6406
4281,9789,14070
6150,-4986,1164
-7352,5181,-2171
2446,-8964,-6518
7716,9401,17117
8901,-2466,6435
8257,-7399,858
3269,4558,7827
-7869,3207,-4662
-7960,-8260,-16220
-7647,-979,-8626
7728,-6746,982
5720,-7071,-1351
-5768,8264,2496
-5166,7309,2143
4436,1585,6021
-7760,-3586,-11346
-7449,-5066,-12515
8979,-8187,792
-3372,-6647,-10019
7201,-661,6540
2575,8899,11474
-9632,-8181,-17813
6165,-1100,5065
-1618,9175,7557
-3516,-5212,-8728
-423,-5990,-6413
-1394,-2012,-3406
9807,9251,19058
-3653,3031,-622
-4709,-6547,-11256
4428,-7032,-2604
8088,7412,15500
9794,-8342,1452
990,-4996,-4006
-5730,-940,-6670
-9979,3895,-6084
-5279,2325,-2954
6172,8161,14333
-4873,6622,1749
7218,-2339,4879
-7626,-3248,-10874
2973,6340,9313
-7355,482,-6873
9552,2595,12147
-8054,-4229,-12283
6010,-5015,995
4734,8678,13412
8200,-5416,2784
-6054,-7859,-13913
-4266,-1319,-5585
1294,-9711,-8417
1392,3678,5070
-9816,8811,-1005
663,-3829,-3166
9164,-3799,5365
-4086,8018,3932
1686,-4951,-3265
4576,6754,11330
5271,-9098,-3827
3076,5514,8590
8886,1676,10562
-3741,1932,-1809
7753,2506,10259
-5033,7028,1995
-1843,6144,4301
-4318,-4707,-9025
8316,1901,10217
9449,-8688,761
8619,-1265,7354
-8377,3430,-4947
-5604,81,-5523
1384,9887,11271
2779,6861,9640
-8700,-1293,-9993
-9689,-7078,-16767
-4530,-1303,-5833
-1075,2279,1204
7190,6271,13461
1470,-2477,-1007
-6854,-2773,-9627
5776,8711,14487
312,5967,6279
5012,-112,4900
-1415,6551,5136
-2956,6930,3974
2009,148,2157
5264,-6093,-829
1819,4139,5958
-3958,-4962,-8920
996,-9484,-8488
3709,5128,8837
8853,9589,18442
1304,-9607,-8303
-7536,7849,313
6463,291,6754
-8347,8106,-241
-4869,6276,1407
-3569,4085,516
3767,-1619,2148
7682,3804,11486
-7579,-4830,-12409
-7422,1762,-5660
9074,7973,17047
3018,7509,10527
756,9174,9930
5463,1795,7258
-3284,2393,-891
9243,-3849,5394
5820,-3856,1964
-7876,-5042,-12918
983,4121,5104
2677,-4820,-2143
-4203,-6176,-10379
6834,-8072,-1238
-1440,-297,-1737
-967,-8060,-9027
-2936,9780,6844
1173,-5262,-4089
-9867,768,-9099
-991,-3711,-4702
-4818,-6150,-10968
6840,-9447,-2607
6672,-1294,5378
-9626,1689,-7937
8443,7094,15537
4865,-5991,-1126
-3132,6985,3853
7726,6230,13956
2675,1862,4537
-2580,4997,2417
723,813,1536
9036,-6289,2747
9234,1712,10946
-6405,-4677,-11082
7608,839,8447
-8838,5432,-3406
5620,-2064,3556
8652,-7605,1047
8471,-7448,1023
-6426,8213,1787
3972,-3835,137
-4841,-1699,-6540
-6072,6496,424
4305,1199,5504
1434,-6249,-4815
8894,185,9079
2772,9541,12313
3108,2596,5704
-2940,1535,-1405
-7814,6711,-1103
3151,-6748,-3597
-797,2242,1445
-7449,3661,-3788
-3479,6019,2540
-9247,-1770,-11017
3598,6525,10123
6359,-3721,2638
9957,-8828,1129
7165,-8478,-1313
7413,7619,15032
2771,-4408,-1637
7526,-3250,4276
-4221,-1480,-5701
3413,-234,3179
-307,2065,1758
-3344,9898,6554
4089,8569,12658
5298,-2756,2542
1129,1545,2674
4381,-8161,-3780
-3344,8151,4807
6109,-6425,-316
-578,-1820,-2398
5033,6693,11726
-4065,9056,4991
-8060,8854,794
4559,-4957,-398
-1160,1839,679
-9559,-7711,-17270
1099,-4771,-3672
-8339,-3194,-11533
7444,-502,6942
-9988,6765,-3223
3619,6581,10200
1835,5849,7684
9006,-3278,5728
-663,6075,5412
7102,-7929,-827
-1293,9164,7871
-9440,861,-8579
-1206,-5972,-7178
-3112,3832,720
5156,-4959,197
-7104,-1480,-8584
-2195,3556,1361
7428,3603,11031
1441,6721,8162
-4339,2903,-1436
7812,-838,6974
8378,-9368,-990
7574,2374,9948
7496,-8678,-1182
-206,1165,959
6779,-3901,2878
9792,-1983,7809
-54,-5398,-5452
3056,1690,4746
2340,4001,6341
6388,8441,14829
-4646,9335,4689
-8136,-6049,-14185
-2856,-443,-3299
1802,-3182,-1380
-3618,9570,5952
9067,2369,11436
-6496,-443,-6939
-361,9869,9508
455,-1887,-1432
2630,6419,9049
5991,5688,11679
179,-2004,-1825
4142,589,4731
1311,-491,820
-591,-2551,-3142
9139,8367,17506
6784,6741,13525
-2252,3704,1452
-8260,5272,-2988
8208,1113,9321
-7547,7186,-361
8428,161,8589
-3811,1673,-2138
164,2673,2837
2174,5858,8032
-5608,-612,-6220
-7629,9139,1510
3128,-4356,-1228
-3574,-9338,-12912
7139,2339,9478
-3645,-2984,-6629
9544,5597,15141
-4733,7331,2598
-5489,-102,-5591
1779,-427,1352
4536,8174,12710
1244,1696,2940
8566,-668,7898
-1012,33,-979
-5871,1813,-4058
5107,-8072,-2965
-36,-5442,-5478
-2641,3512,871
-3166,-4898,-8064
-4701,-113,-4814
1175,2751,3926
493,-5063,-4570
7063,-7646,-583
1125,-2873,-1748
-8681,9391,710
-9660,-5427,-15087
-4725,-6719,-11444
-9222,8683,-539
8619,9467,18086
9993,9389,19382
-8141,3420,-4721
312,7031,7343
-6002,419,-5583
-50,1594,1544
-1541,4444,2903
8936,4079,13015
-4777,1116,-3661
1665,-7193,-5528
271,-434,-163
6841,7560,14401
465,5764,6229
-3922,-7668,-11590
9025,89,9114
-7067,-4722,-11789
755,3571,4326
7445,2786,10231
-4997,2653,-2344
-8195,5765,-2430
-4808,-4995,-9803
-2329,1169,-1160
-4964,-4867,-9831
-1694,-8381,-10075
5371,4337,9708
-3623,-8652,-12275
3860,300,4160
7566,-8397,-831
-2621,-2268,-4889
-5561,2446,-3115
-9779,-3818,-13597
224,7810,8034
-3268,8401,5133
-7881,891,-6990
-1247,8152,6905
1891,-3175,-1284
6670,-343,6327
4742,304,5046
-5077,-1486,-6563
7275,-8682,-1407
1496,-6490,-4994
-7396,5289,-2107
-4127,-5250,-9377
2152,5827,7979
-1006,4493,3487
3779,-3463,316
-3479,9262,5783
6684,7557,14241
-3728,112,-3616
4148,9935,14083
-7320,1385,-5935
-7698,-6790,-14488
-6332,-4012,-10344
-4478,2251,-2227
3328,9305,12633
-4120,9269,5149
-149,-5688,-5837
8846,-2361,6485
6289,-3946,2343
3411,8056,11467
3165,-1938,1227
-3845,-3385,-7230
-3078,-4030,-7108
-6014,-4667,-10681
3386,156,3542
2140,5210,7350
-9113,2084,-7029
4322,3019,7341
245,-7293,-7048
3721,-3294,427
-1937,5479,3542
-2599,-3611,-6210
5037,3453,8490
1933,-7056,-5123
3518,5209,8727
-2290,-2972,-5262
-2207,1753,-454
-4750,-3346,-8096
4483,9406,13889
622,-3345,-2723
-1815,2957,1142
-8219,2469,-5750
1939,9685,11624
6596,-5202,1394
2500,719,3219
4219,9962,14181
-9510,7735,-1775
-4602,-9250,-13852
3992,-3041,951
7741,-7356,385
5515,-7865,-2350
6399,6485,12884
8901,-4634,4267
-507,-5264,-5771
4975,-4701,274
-5195,-3793,-8988
4977,5998,10975
2123,-9744,-7621
-3736,-6280,-10016
995,7043,8038
9760,1806,11566
9975,-4049,5926
2185,4653,6838
8682,-8462,220
-1782,5727,3945
-9762,5230,-4532
-574,8892,8318
944,4417,5361
-4416,3946,-470
5335,4432,9767
-7124,2306,-4818
4898,4494,9392
203,655,858
1799,-5467,-3668
-1100,-7363,-8463
4303,-3115,1188
-6998,-5415,-12413
-6031,5955,-76
-5248,-5028,-10276
-964,-9930,-10894
-3257,-4364,-7621
-1571,-6301,-7872
842,-1348,-506
6312,-3934,2378
2927,5533,8460
-9857,9627,-230
4370,7670,12040
-5689,6573,884
-4982,3090,-1892
-9288,4335,-4953
-3409,-6500,-9909
6152,-2695,3457
-3176,7118,3942
5680,-3939,1741
6730,7593,14323
5243,-3489,1754
9735,5469,15204
5224,-7711,-2487
-6241,197,-6044
2629,1464,4093
-9245,3651,-5594
7721,2949,10670
-7702,927,-6775
-5423,-8005,-13428
8032,5663,13695
7109,-1703,5406
-9279,509,-8770
8473,8163,16636
-6495,-7332,-13827
7807,-7071,736
7261,-4207,3054
6408,9940,16348
-1320,2422,1102
-8228,3862,-4366
3523,8254,11777
6633,-3698,2935
9697,4047,13744
-1246,-344,-1590
7238,-2902,4336
-6280,-2027,-8307
-7805,-8248,-16053
5886,-3318,2568
-9473,-2846,-12319
1126,5109,6235
-2993,-715,-3708
7035,551,7586
-1131,-1289,-2420
3902,7292,11194
-5239,8271,3032
5681,-7486,-1805
-7864,4140,-3724
-4632,5262,630
7422,985,8407
5467,-3981,1486
722,-935,-213
-247,-9933,-10180
7902,3226,11128
2842,-9708,-6866
-4568,-4188,-8756
3359,-9992,-6633
6030,-351,5679
-5749,-9784,-15533
3633,4945,8578
2487,9505,11992
-5676,-7336,-13012
-361,-9276,-9637
2371,3861,6232
-9996,-3785,-13781
-176,1431,1255
9486,8833,18319
8095,-2443,5652
483,3296,3779
3222,-7889,-4667
7696,-8403,-707
3722,-68,3654
-2417,-2301,-4718
2893,-843,2050
-1699,4949,3250
8740,-5510,3230
9397,-7405,1992
393,7992,8385
3494,-4175,-681
-9045,7317,-1728
1430,5966,7396
-8703,-7573,-16276
-2449,-6836,-9285
-6795,-8138,-14933
-5628,9122,3494
3911,-310,3601
7757,9947,17704
2616,3919,6535
-4098,-8030,-12128
1018,2312,3330
611,-7553,-6942
-9985,9638,-347
-5864,-6329,-12193
8936,6545,15481
-4589,-2002,-6591
2863,1583,4446
8943,-8966,-23
4885,2960,7845
8351,-1346,7005
-473,257,-216
5437,-3556,1881
-1615,-8010,-9625
7273,-956,6317
-5725,-7660,-13385
-7723,-1797,-9520
-7505,-496,-8001
-1440,4738,3298
-1265,6169,4904
-1845,-6884,-8729
2620,-9357,-6737
-84,1588,1504
-165,-3763,-3928
4884,-3531,1353
1043,7228,8271
24,7388,7412
5893,4213,10106
-4048,8059,4011
-3454,4314,860
-3140,-38,-3178
-5353,-6650,-12003
-5998,-9188,-15186
-9435,-5651,-15086
-3752,9357,5605
-2005,7251,5246
-3519,-7383,-10902
2660,-7752,-5092
-4803,-484,-5287
7811,6419,14230
-307,4668,4361
7246,3058,10304
2263,-5479,-3216
2366,-1038,1328
-9838,1078,-8760
-5331,9165,3834
-7956,-952,-8908
-8663,-3566,-12229
4331,6752,11083
8833,7360,16193
8770,4960,13730
-1791,4840,3049
-2518,1890,-628
-7336,5737,-1599
-3202,6364,3162
2774,1851,4625
-8660,-4006,-12666
-2243,6623,4380
980,-8041,-7061
4136,8279,12415
9659,1960,11619
-5518,5169,-349
-3905,-8942,-12847
-4227,-178,-4405
-3832,5435,1603
-9578,2666,-6912
4768,2705,7473
-5133,-6883,-12016
-8756,-770,-9526
-2372,3988,1616
-7400,9249,1849
-219,1566,1347
-121,1431,1310
-9851,-911,-10762
3534,4616,8150
-7731,4089,-3642
-3036,-8811,-11847
-7595,4495,-3100
6678,6635,13313
-5347,-6188,-11535
-8011,-719,-8730
1797,776,2573
5573,-2064,3509
-6654,-7558,-14212
2979,9655,12634
-7297,3270,-4027
-7952,471,-7481
-7198,6306,-892
-2494,-9875,-12369
3449,-2568,881
-533,5366,4833
-3960,-9792,-13752
-4057,5093,1036
6568,-8052,-1484
3518,5556,9074
254,433,687
-7460,-373,-7833
4927,9839,14766
8214,-1021,7193
1219,-902,317
-8244,-6046,-14290
1620,871,2491
8583,395,8978
2289,2541,4830
9236,441,9677
-4261,5608,1347
8746,2291,11037
-2731,4171,1440
-3003,5903,2900
-2850,-8077,-10927
-2021,-647,-2668
8412,-7940,472
6399,9052,15451
-4127,5395,1268
-4285,-5940,-10225
-1533,-3523,-5056
5509,-3297,2212
-5697,-315,-6012
5764,-8053,-2289
4859,-6194,-1335
2217,2915,5132
2368,-3526,-1158
4738,5851,10589
7877,-219,7658
-6625,3639,-2986
9664,-6543,3121
-423,-7103,-7526
-6484,9256,2772
8248,4140,12388
1543,-7719,-6176
6811,-3403,3408
7998,-9778,-1780
715,5417,6132
4685,-4290,395
1755,-6025,-4270
-2746,-9004,-11750
-4918,1788,-3130
390,3803,4193
6267,1810,8077
-9836,4910,-4926
-7781,-2588,-10369
-9606,2202,-7404
-5968,6794,826
6344,3263,9607
2790,-7107,-4317
556,-1110,-554
8398,7901,16299
3414,5235,8649
-9660,-2498,-12158
-7920,-3235,-11155
-3449,6564,3115
-1994,-19,-2013
-3316,4514,1198
919,5913,6832
-730,1668,938
9369,3984,13353
-1413,3054,1641
3457,-2952,505
-3041,8837,5796
142,-4295,-4153
-3219,-1834,-5053
8673,6515,15188
-4934,9197,4263
-3969,-6005,-9974
-2619,4330,1711
9766,-2817,6949
-7680,6260,-1420
-9024,-4200,-13224
2632,-524,2108
4891,-9852,-4961
746,5369,6115
-524,2776,2252
-4781,4220,-561
8668,-5262,3406
1178,-7557,-6379
-5789,98,-5691
8786,9323,18109
-9529,-5736,-15265
506,5226,5732
3283,-9786,-6503
6194,6468,12662
5527,-3920,1607
-9578,292,-9286
4692,-1577,3115
5671,-4322,1349
-2056,-7536,-9592
-5762,6016,254
4314,-8362,-4048
5265,6120,11385
4659,333,4992
-8658,115,-8543
-2777,-5021,-7798
2079,7132,9211
2923,-9648,-6725
631,-1615,-984
7469,9142,16611
-5832,7318,1486
-7700,6136,-1564
4411,7629,12040
-8084,2302,-5782
-4004,-8278,-12282
2895,-2786,109
2742,-2795,-53
804,2701,3505
7338,-730,6608
-8794,-8092,-16886
9756,-4722,5034
-447,-3106,-3553
-9464,-3066,-12530
-5027,-3077,-8104
-3565,6820,3255
7494,-8002,-508
-5203,-2310,-7513
-9688,-7791,-17479
-6908,-4531,-11439
-4354,4155,-199
-6815,5767,-1048
-7172,3486,-3686
579,7953,8532
9084,4795,13879
3737,6483,10220
768,-3071,-2303
-5346,7479,2133
7422,393,7815
8917,1223,10140
-4453,3154,-1299
-2415,8540,6125
8943,-4114,4829
-4829,-2234,-7063
5011,3072,8083
3987,2823,6810
143,-1648,-1505
-6404,6239,-165
-7641,7328,-313
6719,-7584,-865
3188,-8620,-5432
-9476,-179,-9655
-1013,-817,-1830
1223,-3607,-2384
-1286,6571,5285
3853,-9030,-5177
270,-6592,-6322
611,-3087,-2476
4846,1467,6313
5467,-9179,-3712
6375,2630,9005
8237,-4274,3963
385,184,569
157,-4124,-3967
8235,9564,17799
9316,3987,13303
4860,-3753,1107
-4396,6004,1608
-4718,4988,270
1131,-512,619
-8376,-5758,-14134
-2707,3194,487
-1521,-5773,-7294
-4236,6425,2189
-8211,-100,-8311
7714,-862,6852
-9089,7005,-2084
-4535,5025,490
-6018,-3259,-9277
-2437,-3450,-5887
6436,9548,15984
-7805,-9160,-16965
8646,-2678,5968
2773,4069,6842
-4606,-8021,-12627
-3082,-3588,-6670
1801,4118,5919
167,-7763,-7596
225,1232,1457
-5276,-5530,-10806
3319,7591,10910
3394,-8861,-5467
7235,6776,14011
8889,-4079,4810
8115,1241,9356
6498,-2342,4156
-3752,-5291,-9043
73,780,853
-5633,8841,3208
8047,-6447,1600
-4509,-5288,-9797
-4226,6012,1786
792,6830,7622
-8470,-3930,-12400
-1206,9656,8450
-6106,-5951,-12057
932,5029,5961
5843,-8160,-2317
-9572,-8493,-18065
-673,-1285,-1958
3941,9259,13200
-5189,677,-4512
-1449,5043,3594
8228,-3636,4592
1291,6542,7833
6309,-2713,3596
4714,3389,8103
4245,9668,13913
-1238,4145,2907
-4251,1466,-2785
536,7346,7882
-5089,9780,4691
6191,6687,12878
-9854,8858,-996
-6431,-9241,-15672
-5546,-3495,-9041
2438,7298,9736
4587,3554,8141
-6968,6730,-238
5632,-8074,-2442
-3745,3716,-29
1744,-5628,-3884
-1052,-6902,-7954
-4852,4879,27
1083,-1943,-860
-3832,-7852,-11684
751,-2421,-1670
825,4961,5786
-678,6650,5972
4465,-3912,553
-4364,-5302,-9666
-3785,-4357,-8142
6669,-843,5826
-9137,-1337,-10474
8001,-2737,5264
-4269,963,-3306
5873,5817,11690
1399,-1143,256
-4744,-6785,-11529
-3626,4528,902
6868,8623,15491
-4992,-5079,-10071
-2244,-6796,-9040
-3735,-8332,-12067
474,4405,4879
3962,-894,3068
5792,9247,15039
-3096,9503,6407
-5448,8555,3107
8365,6890,15255
-7110,4136,-2974
-9398,8066,-1332
-6700,-5181,-11881
2756,7883,10639
4588,-5423,-835
-8472,7786,-686
9361,5468,14829
378,9165,9543
7347,9263,16610
-9970,-8591,-18561
-2765,6024,3259
-2254,9025,6771
3087,2690,5777
3828,-7552,-3724
-1043,-3611,-4654
-1339,-3640,-4979
-9718,-7521,-17239
-3125,1244,-1881
-8302,-9671,-17973
6563,-2546,4017
-6726,4316,-2410
-1389,-8468,-9857
-4893,-8893,-13786
-2096,-8487,-10583
962,-4280,-3318
-4927,304,-4623
5322,-8192,-2870
5405,8892,14297
-4568,-6159,-10727
3841,-514,3327
-2653,-1393,-4046
549,4856,5405
344,-2447,-2103
-4226,778,-3448
-2649,5305,2656
-4186,619,-3567
1499,2164,3663
280,2900,3180
-3324,1206,-2118
1166,6530,7696
-7423,-8556,-15979
371,6627,6998
-5588,-3330,-8918
8106,7090,15196
-649,-9410,-10059
4145,-1442,2703
-7149,3144,-4005
-4145,-9772,-13917
8452,-6941,1511
8720,2635,11355
1473,-5090,-3617
-1547,3568,2021
5679,597,6276
-5373,-1689,-7062
5195,-5737,-542
684,-8581,-7897
3536,3271,6807
141,7827,7968
7164,-2493,4671
565,-2953,-2388
-7724,333,-7391
-2991,-337,-3328
-5087,-4312,-9399
5997,-9687,-3690
-9602,5700,-3902
727,-9540,-8813
-3111,-6852,-9963
-6966,-4823,-11789
6677,-1072,5605
-7678,-2743,-10421
49,4183,4232
-1321,3651,2330
-7602,-8833,-16435
3253,7334,10587
1385,1188,2573
-9308,-4332,-13640
-7485,-6268,-13753
593,4482,5075
-5010,39,-4971
4686,-7036,-2350
1418,-7854,-6436
8313,1852,10165
-9713,5069,-4644
-8280,5611,-2669
1061,7132,8193
-7446,9207,1761
5104,3388,8492
7946,4679,12625
-5724,-9741,-15465
-8831,-8909,-17740
4108,-5312,-1204
-2465,-444,-2909
-4755,-1926,-6681
-7614,3676,-3938
2365,-5033,-2668
8856,-4229,4627
1228,-3091,-1863
-3596,-3388,-6984
8365,4189,12554
3075,8889,11964
2716,1370,4086
-9902,8448,-1454
-8918,-6777,-15695
3423,-4372,-949
1952,-8618,-6666
3961,-6574,-2613
-8867,1376,-7491
-7571,-8169,-15740
-4248,9781,5533
626,5833,6459
8891,9608,18499
6132,528,6660
542,-7156,-6614
412,-4277,-3865
84,-1640,-1556
5893,-8799,-2906
1172,-5764,-4592
6094,2249,8343
-3992,-9504,-13496
9486,8529,18015
7178,6701,13879
2019,-1166,853
-3273,6224,2951
-9835,5237,-4598
-4647,1055,-3592
-3589,-9725,-13314
5013,7505,12518
7659,3864,11523
-2934,-9304,-12238
-4136,5626,1490
1482,-2231,-749
-5416,429,-4987
-9660,-4190,-13850
4785,-4285,500
-7050,5924,-1126
4397,5100,9497
-8322,-2968,-11290
-7815,-9465,-17280
-2025,-789,-2814
-1839,-167,-2006
3447,9693,13140
-8816,-5609,-14425
-5785,9102,3317
-2469,3884,1415
-9162,5920,-3242
-5889,9825,3936
1839,-2644,-805
-7938,1323,-6615
-3504,-1102,-4606
1409,-9739,-8330
3217,-5933,-2716
9748,8118,17866
-5971,-7285,-13256
6903,-9756,-2853
8471,1318,9789
5070,-6853,-1783
47,-601,-554
9468,952,10420
-5108,-5211,-10319
-516,6268,5752
5215,-2142,3073
-7989,-9382,-17371
-5815,-6951,-12766
-9585,-9079,-18664
69,-897,-828
9956,863,10819
-6248,-9175,-15423
7012,-3073,3939
-9105,3960,-5145
7872,6928,14800
9970,5025,14995
-2984,9528,6544
-9089,-1474,-10563
-8161,-4220,-12381
5896,6082,11978
1953,-490,1463
-6969,-426,-7395
3534,744,4278
-2778,-6028,-8806
-6867,7362,495
8299,4502,12801
-8970,1437,-7533
-3058,9636,6578
8348,-3269,5079
-5541,6608,1067
-4862,6941,2079
-9865,4586,-5279
-1024,-866,-1890
3881,6969,10850
-7726,-8861,-16587
-5326,-8953,-14279
-9376,8313,-1063
-1332,-6894,-8226
6755,-2117,4638
1838,3827,5665
-6383,3777,-2606
5390,2751,8141
6991,653,7644
2085,8285,10370
9321,2245,11566
80,-8894,-8814
-913,-8311,-9224
-8532,-9061,-17593
4504,6088,10592
3564,4643,8207
8012,5489,13501
4361,6504,10865
-3435,4796,1361
1256,-2830,-1574
-3600,1549,-2051
-182,6850,6668
-8156,5674,-2482
-607,5554,4947
9281,-2498,6783
445,-5793,-5348
-2429,-4579,-7008
5945,6217,12162
-2492,-3017,-5509
6182,-425,5757
-9030,-5471,-14501
-639,7323,6684
-6340,1907,-4433
-3170,3019,-151
8477,9051,17528
7241,-1832,5409
6022,2789,8811
-7249,-4865,-12114
5204,5047,10251
5336,-1007,4329
-9320,8614,-706
-9759,5339,-4420
5438,-3138,2300
-1999,-1903,-3902
-7367,-489,-7856
-7133,-9203,-16336
-4564,-8034,-12598
-6014,6688,674
7812,-1693,6119
2548,5977,8525
4645,1554,6199
-5746,5807,61
-3160,-5571,-8731
-7280,1712,-5568
-4144,1714,-2430
5178,2745,7923
636,7071,7707
-5349,1162,-4187
7804,-692,7112
5840,-8838,-2998
509,-5202,-4693
8075,2462,10537
8317,1185,9502
7758,-8461,-703
-4259,-6153,-10412
4660,6308,10968
-2455,-6963,-9418
-3429,861,-2568
-4325,4077,-248
-1816,-3078,-4894
-1067,2482,1415
9764,6619,16383
-4023,8853,4830
-6766,5263,-1503
-4773,5154,381
-4672,3368,-1304
-403,-1226,-1629
6202,3987,10189
4867,-7778,-2911
1786,-1139,647
6651,7723,14374
5740,-1708,4032
7218,5634,12852
-1884,-8087,-9971
-9993,-5107,-15100
-5537,-7153,-12690
6629,-6264,365
-1207,9670,8463
2729,-5644,-2915
4842,4884,9726
9369,2211,11580
4518,5306,9824
-6977,-1425,-8402
2368,5385,7753
8564,2689,11253
9085,8424,17509
5851,1331,7182
4647,6948,11595
-2661,9773,7112
-483,4157,3674
4147,-4259,-112
8889,-4253,4636
1469,-1699,-230
-5526,-3690,-9216
-9221,-2769,-11990
4882,5978,10860
598,1003,1601
7059,-2310,4749
4539,7084,11623
5297,-141,5156
3470,4492,7962
6614,8201,14815
9934,-362,9572
-1807,-6703,-8510
2230,-1389,841
5953,-9833,-3880
2440,434,2874
-1088,-5531,-6619
-9797,-1131,-10928
3664,-4815,-1151
-6024,-7947,-13971
-8112,4720,-3392
-4310,-9737,-14047
7436,-5466,1970
5230,-1361,3869
7929,-7868,61
-9977,1607,-8370
-7769,1620,-6149
5054,5240,10294
1123,5516,6639
9296,6126,15422
376,-4977,-4601
-9974,-2054,-12028
2063,-4049,-1986
-5402,1632,-3770
909,-8075,-7166
7158,1023,8181
-3855,-2643,-6498
-5105,8873,3768
4833,-9712,-4879
1774,-9514,-7740
5906,-965,4941
5138,-36,5102
-374,-9112,-9486
-3537,2911,-626
1599,1368,2967
-7865,-7078,-14943
4569,1613,6182
-120,-867,-987
-5462,-1200,-6662
7552,6736,14288
-2158,9716,7558
-2835,9674,6839
8194,6433,14627
-4519,-7327,-11846
8570,9040,17610
5383,-8681,-3298
1794,-6172,-4378
6868,9475,16343
-4150,3480,-670
8619,-9978,-1359
-6240,9152,2912
-9239,3021,-6218
-4870,-5043,-9913
2674,-7195,-4521
4081,-4390,-309
-6840,9740,2900
-572,6896,6324
5674,-4789,885
310,-9775,-9465
6240,-9,6231
1021,-3992,-2971
5069,-7583,-2514
2866,6252,9118
773,-6178,-5405
-9167,-3804,-12971
4546,-3898,648
2832,-6230,-3398
-7100,-3920,-11020
2583,-5251,-2668
2122,4369,6491
-8253,-3246,-11499
-5788,-7360,-13148
-917,-9137,-10054
-2061,-3689,-5750
8316,-5891,2425
-2198,-8796,-10994
-139,9066,8927
-5212,-6471,-11683
1949,8932,10881
-2134,6096,3962
2555,5902,8457
7138,-7368,-230
1181,-5480,-4299
4189,6198,10387
2631,5733,8364
6905,-6122,783
-561,5294,4733
1427,8835,10262
-5720,-6671,-12391
3856,-660,3196
1463,-4809,-3346
3738,6732,10470
-2721,-586,-3307
-2406,-1708,-4114
6394,459,6853
7997,7232,15229
-960,8491,7531
700,1386,2086
-9830,-5783,-15613
5175,9666,14841
-4169,-5080,-9249
294,-3851,-3557
-4033,3512,-521
8186,-29,8157
-5551,1962,-3589
-5420,-8512,-13932
7284,-420,6864
744,6886,7630
-2346,-8254,-10600
-6694,9963,3269
8212,-7247,965
-6385,-9507,-15892
836,-6892,-6056
5000,5516,10516
-4805,2565,-2240
-6711,-930,-7641
-7823,-6207,-14030
2393,1527,3920
-1431,794,-637
6368,-7289,-921
-6504,-3691,-10195
